0 -8.148457e-19 0.10061318 0.00056001171 
0.0099999998 0.091159776 0.10068475 0.00055907707 
0.02 0.18267463 0.1007574 0.00055816642 
0.029999999 0.27454421 0.10083114 0.00055728084 
0.039999999 0.36676818 0.10090599 0.00055642135 
0.050000001 0.45934606 0.10098196 0.00055558921 
0.059999999 0.55227733 0.10105905 0.0005547856 
0.07 0.64556152 0.10113728 0.00055401179 
0.079999998 0.73919803 0.10121664 0.00055326911 
0.090000004 0.83318615 0.10129717 0.0005525591 
0.1 0.92752516 0.10137886 0.00055188325 
0.11 1.0222143 0.10146172 0.00055124308 
0.12 1.1172528 0.10154577 0.0005506404 
0.13 1.2126397 0.10163101 0.00055007695 
0.14 1.308374 0.10171746 0.00054955459 
0.15000001 1.4044548 0.10180512 0.00054907537 
0.16 1.5008811 0.10189401 0.00054864131 
0.17 1.5976516 0.10198414 0.00054825476 
0.18000001 1.6947651 0.10207552 0.00054791797 
0.19 1.7922205 0.10216815 0.00054763345 
0.2 1.8900163 0.10226206 0.00054740388 
0.20999999 1.9881512 0.10235724 0.00054723199 
0.22 2.0866237 0.10245371 0.0005471207 
0.23 2.1854324 0.10255148 0.00054707314 
0.23999999 2.2845757 0.10265057 0.00054709258 
0.25 2.3840518 0.10275098 0.00054718251 
0.25999999 2.4838593 0.10285272 0.00054734654 
0.27000001 2.5839961 0.1029558 0.00054758863 
0.28 2.6844602 0.10306025 0.00054791284 
0.28999999 2.7852502 0.10316606 0.0005483235 
0.30000001 2.8863637 0.10327324 0.00054882519 
0.31 2.9877989 0.10338182 0.00054942275 
0.31999999 3.0895538 0.10349179 0.00055012142 
0.33000001 3.1916258 0.10360318 0.00055092649 
0.34 3.2940128 0.10371599 0.00055184384 
0.34999999 3.3967125 0.10383023 0.00055287947 
0.36000001 3.4997227 0.10394591 0.00055403984 
0.37 3.6030407 0.10406305 0.00055533176 
0.38 3.7066641 0.10418165 0.0005567625 
0.38999999 3.81059 0.10430174 0.00055833964 
