0 -1.4632543 0 -1.4632543 
0.0099999998 -1.4570706 0.00618577 -1.4632564 
0.02 -1.4508941 0.012369752 -1.4632639 
0.029999999 -1.4447213 0.01855433 -1.4632757 
0.039999999 -1.4385535 0.024739206 -1.4632926 
0.050000001 -1.4323875 0.030924797 -1.4633123 
0.059999999 -1.4262273 0.037111998 -1.4633393 
0.07 -1.4200748 0.043293297 -1.4633682 
0.079999998 -1.4139253 0.049479961 -1.4634053 
0.090000004 -1.407782 0.055661857 -1.4634438 
0.1 -1.4016409 0.061847866 -1.4634888 
0.11 -1.395502 0.068033636 -1.4635355 
0.12 -1.3893764 0.074214339 -1.4635907 
0.13 -1.3832529 0.080397844 -1.4636507 
0.14 -1.3771282 0.086583078 -1.4637113 
0.15000001 -1.3710169 0.092765331 -1.4637822 
0.16 -1.3649045 0.098948658 -1.4638531 
0.17 -1.3587967 0.10513067 -1.4639274 
0.18000001 -1.3526951 0.11131525 -1.4640104 
0.19 -1.346602 0.11749482 -1.4640968 
0.2 -1.3405128 0.12367576 -1.4641886 
0.20999999 -1.3344287 0.12985677 -1.4642854 
0.22 -1.3283485 0.1360364 -1.4643849 
0.23 -1.3222705 0.14221925 -1.4644897 
0.23999999 -1.3161982 0.14840001 -1.4645982 
0.25 -1.3101329 0.15457791 -1.4647107 
0.25999999 -1.3040731 0.16075665 -1.4648297 
0.27000001 -1.2980181 0.16693348 -1.4649515 
0.28 -1.2919621 0.17311478 -1.4650769 
0.28999999 -1.2859191 0.17929155 -1.4652107 
0.30000001 -1.2798831 0.1854645 -1.4653476 
0.31 -1.273849 0.19164073 -1.4654897 
0.31999999 -1.2678143 0.19781816 -1.4656324 
0.33000001 -1.2617915 0.20399326 -1.4657848 
0.34 -1.2557715 0.21016842 -1.46594 
0.34999999 -1.2497537 0.21634489 -1.4660985 
0.36000001 -1.2437431 0.22251832 -1.4662614 
0.37 -1.2377417 0.22868824 -1.4664299 
0.38 -1.2317481 0.23485625 -1.4666044 
0.38999999 -1.225751 0.24102867 -1.4667797 
0.40000001 -1.2197616 0.24719954 -1.4669611 
0.41 -1.2137742 0.25336981 -1.467144 
0.41999999 -1.2077937 0.25954062 -1.4673343 
0.43000001 -1.2018219 0.26570868 -1.4675306 
0.44 -1.1958592 0.27187216 -1.4677314 
0.44999999 -1.1898953 0.2780382 -1.4679334 
0.46000001 -1.1839317 0.28420687 -1.4681386 
0.47 -1.1779797 0.29037243 -1.4683521 
0.47999999 -1.1720331 0.29653502 -1.4685681 
0.49000001 -1.1660922 0.30269682 -1.468789 
0.5 -1.1601549 0.30885708 -1.469012 
0.50999999 -1.1542183 0.3150233 -1.4692416 
0.51999998 -1.1482971 0.32117945 -1.4694765 
0.52999997 -1.1423709 0.32733911 -1.4697101 
0.54000002 -1.1364539 0.33349848 -1.4699523 
0.55000001 -1.1305372 0.33965862 -1.4701958 
0.56 -1.1246339 0.34581351 -1.4704474 
0.56999999 -1.1187339 0.35196733 -1.4707012 
0.57999998 -1.1128377 0.35812187 -1.4709595 
0.58999997 -1.106949 0.36427408 -1.4712231 
0.60000002 -1.10106 0.37042624 -1.4714863 
0.61000001 -1.0951785 0.3765794 -1.4717579 
0.62 -1.0893015 0.38272905 -1.4720305 
0.63 -1.0834361 0.38887256 -1.4723086 
0.63999999 -1.0775663 0.39502364 -1.47259 
0.64999998 -1.0717033 0.40117276 -1.4728761 
0.66000003 -1.0658569 0.40731609 -1.473173 
0.67000002 -1.0599968 0.41346413 -1.4734609 
0.68000001 -1.0541581 0.41960174 -1.4737599 
0.69 -1.048311 0.42574745 -1.4740584 
0.69999999 -1.0424796 0.431885 -1.4743646 
0.70999998 -1.036649 0.43802434 -1.4746733 
0.72000003 -1.0308232 0.44416481 -1.474988 
0.73000002 -1.0250024 0.45030123 -1.4753036 
0.74000001 -1.0191878 0.45643646 -1.4756243 
0.75 -1.0133801 0.46256852 -1.4759486 
0.75999999 -1.007576 0.46870035 -1.4762764 
0.76999998 -1.0017723 0.47483546 -1.4766078 
0.77999997 -0.99598169 0.48096532 -1.4769471 
0.79000002 -0.99018997 0.4870927 -1.4772826 
0.80000001 -0.98440224 0.49322328 -1.4776255 
0.81 -0.97862351 0.49934793 -1.4779714 
0.81999999 -0.97284752 0.50547183 -1.4783194 
0.82999998 -0.96707463 0.51159847 -1.4786731 
0.83999997 -0.96131217 0.51771706 -1.4790292 
0.85000002 -0.95554847 0.52384043 -1.479389 
0.86000001 -0.94979322 0.52995914 -1.4797523 
0.87 -0.94404328 0.5360778 -1.4801211 
0.88 -0.93829721 0.54219425 -1.4804915 
0.88999999 -0.93255514 0.54830933 -1.4808645 
0.89999998 -0.92681909 0.5544194 -1.4812385 
0.91000003 -0.92108649 0.56053269 -1.4816192 
0.92000002 -0.91535902 0.56664097 -1.482 
0.93000001 -0.90963417 0.57275367 -1.4823878 
0.94 -0.90391803 0.57886088 -1.4827789 
0.94999999 -0.89820534 0.58496344 -1.4831687 
0.95999998 -0.89249367 0.59107041 -1.4835641 
0.97000003 -0.88679081 0.59717 -1.4839607 
0.98000002 -0.8810907 0.60327542 -1.4843661 
0.99000001 -0.87539411 0.60937476 -1.4847689 
1 -0.86970443 0.6154722 -1.4851767 
1.01 -0.86401767 0.62157047 -1.4855882 
1.02 -0.85833675 0.62766159 -1.4859983 
1.03 -0.85265899 0.63375604 -1.486415 
1.04 -0.84698701 0.63984919 -1.4868362 
1.05 -0.84131753 0.64593893 -1.4872565 
1.0599999 -0.83565277 0.65202832 -1.4876812 
1.0700001 -0.82999271 0.65811443 -1.4881072 
1.08 -0.82434088 0.66419673 -1.4885375 
1.09 -0.81868541 0.67028087 -1.4889662 
1.1 -0.8130393 0.6763624 -1.4894017 
1.11 -0.80739671 0.68244243 -1.4898391 
1.12 -0.80175722 0.68851858 -1.4902759 
1.13 -0.79612362 0.69459647 -1.49072 
1.14 -0.79049313 0.70067209 -1.4911652 
1.15 -0.78486526 0.7067458 -1.491611 
1.16 -0.7792418 0.71281612 -1.4920579 
1.17 -0.77362466 0.71888494 -1.4925096 
1.1799999 -0.76800919 0.72495401 -1.4929632 
1.1900001 -0.76240182 0.73102224 -1.4934241 
1.2 -0.75679094 0.7370857 -1.4938766 
1.21 -0.75118983 0.74314779 -1.4943376 
1.22 -0.74559051 0.74920893 -1.4947994 
1.23 -0.73999399 0.75527167 -1.4952657 
1.24 -0.73440403 0.76132464 -1.4957287 
1.25 -0.72881597 0.76738036 -1.4961964 
1.26 -0.72322983 0.773435 -1.4966649 
1.27 -0.71764916 0.77948809 -1.4971373 
1.28 -0.71207416 0.78553861 -1.4976127 
1.29 -0.70649791 0.79158962 -1.4980875 
1.3 -0.70092845 0.79763436 -1.4985628 
1.3099999 -0.69536126 0.80368215 -1.4990435 
1.3200001 -0.68979758 0.80972362 -1.4995213 
1.33 -0.68423724 0.81576872 -1.500006 
1.34 -0.67868096 0.82180321 -1.5004841 
1.35 -0.67312658 0.82784432 -1.5009708 
1.36 -0.66757435 0.8338815 -1.5014559 
1.37 -0.662027 0.83991617 -1.5019431 
1.38 -0.65648395 0.84594786 -1.5024318 
1.39 -0.65094149 0.8519786 -1.5029202 
1.4 -0.6454038 0.85800743 -1.5034113 
1.41 -0.63986838 0.86403328 -1.5039017 
1.42 -0.63433635 0.87006181 -1.5043981 
1.4299999 -0.62880343 0.87608671 -1.5048902 
1.4400001 -0.62327707 0.88210744 -1.5053844 
1.45 -0.61775124 0.88812715 -1.5058784 
1.46 -0.61223173 0.89414394 -1.5063757 
1.47 -0.60671329 0.90016043 -1.5068737 
1.48 -0.60119528 0.90617752 -1.5073729 
1.49 -0.59568101 0.91219175 -1.5078727 
1.5 -0.59017003 0.918199 -1.508369 
1.51 -0.58465981 0.92421174 -1.5088716 
1.52 -0.579153 0.9302181 -1.5093712 
1.53 -0.57364833 0.9362238 -1.5098722 
1.54 -0.56814599 0.94222879 -1.5103748 
1.55 -0.56264347 0.94823349 -1.510877 
1.5599999 -0.55714703 0.95423126 -1.5113783 
1.5700001 -0.55164921 0.96023303 -1.5118823 
1.58 -0.54615587 0.96622849 -1.5123844 
1.59 -0.54066384 0.97222263 -1.5128865 
1.6 -0.53517246 0.97821641 -1.5133889 
1.61 -0.5296818 0.98421139 -1.5138931 
1.62 -0.52419603 0.99019819 -1.5143943 
1.63 -0.51871055 0.99618936 -1.5149 
1.64 -0.51322645 1.0021743 -1.5154008 
1.65 -0.50774401 1.0081598 -1.5159038 
1.66 -0.50226098 1.0141443 -1.5164052 
1.67 -0.49678227 1.0201256 -1.5169079 
1.6799999 -0.49130511 1.0261056 -1.5174108 
1.6900001 -0.48582742 1.0320801 -1.5179075 
1.7 -0.48035079 1.0380602 -1.5184109 
1.71 -0.47487542 1.0440347 -1.5189102 
1.72 -0.4694027 1.0500051 -1.5194079 
1.73 -0.46393126 1.0559778 -1.5199091 
1.74 -0.45846063 1.0619496 -1.5204102 
1.75 -0.45298886 1.0679139 -1.5209028 
1.76 -0.44752079 1.0738811 -1.5214019 
1.77 -0.44205073 1.0798458 -1.5218965 
1.78 -0.4365826 1.0858076 -1.5223901 
1.79 -0.43111607 1.0917673 -1.5228834 
1.8 -0.42564818 1.0977284 -1.5233766 
1.8099999 -0.42018411 1.1036855 -1.5238696 
1.8200001 -0.41471776 1.1096392 -1.5243568 
1.83 -0.40925348 1.1155972 -1.5248506 
1.84 -0.40378872 1.1215466 -1.5253354 
1.85 -0.39832583 1.1274961 -1.525822 
