0 0.1052125 4.1251988 1.4160962e-40 
0.0099999998 0.10472255 4.163415 1.4196555e-40 
0.02 0.10423551 4.2015295 1.4232288e-40 
0.029999999 0.10375137 4.2395434 1.4267881e-40 
0.039999999 0.10327016 4.2774582 1.4303474e-40 
0.050000001 0.10279187 4.3152733 1.4339067e-40 
0.059999999 0.10231651 4.3529897 1.437536e-40 
0.07 0.10184411 4.3906083 1.4410953e-40 
0.079999998 0.10137466 4.4281301 1.4447247e-40 
0.090000004 0.10090815 4.4655552 1.4483401e-40 
0.1 0.10044461 4.5028844 1.4519694e-40 
0.11 0.099984057 4.5401187 1.4555848e-40 
0.12 0.099526472 4.5772586 1.4592141e-40 
0.13 0.09907186 4.6143045 1.4628995e-40 
0.14 0.098620243 4.651258 1.4665709e-40 
0.15000001 0.098171622 4.6881189 1.4702003e-40 
0.16 0.097725995 4.7248883 1.4738857e-40 
0.17 0.097283371 4.7615671 1.4776272e-40 
0.18000001 0.096843749 4.7981558 1.4812986e-40 
0.19 0.096407138 4.8346548 1.484984e-40 
0.2 0.095973536 4.8710656 1.4887255e-40 
0.20999999 0.095542952 4.9073892 1.4924669e-40 
0.22 0.095115386 4.9436245 1.4962084e-40 
0.23 0.09469083 4.979774 1.4999499e-40 
0.23999999 0.094269313 5.0158381 1.5036913e-40 
0.25 0.093850799 5.0518169 1.5074328e-40 
0.25999999 0.093435317 5.0877118 1.5112443e-40 
0.27000001 0.093022861 5.1235232 1.5150419e-40 
0.28 0.092613414 5.1592522 1.5188394e-40 
0.28999999 0.092207 5.1948991 1.5226369e-40 
0.30000001 0.091803603 5.2304649 1.5264484e-40 
0.31 0.091403231 5.2659512 1.5302459e-40 
0.31999999 0.091005877 5.3013577 1.5340995e-40 
0.33000001 0.09061154 5.3366852 1.5379671e-40 
0.34 0.090220213 5.3719344 1.5417646e-40 
0.34999999 0.089831904 5.4071064 1.5456883e-40 
0.36000001 0.089446604 5.4422026 1.5495418e-40 
0.37 0.089064308 5.4772229 1.5534094e-40 
0.38 0.088685013 5.5121684 1.557319e-40 
0.38999999 0.088308707 5.5470405 1.5611866e-40 
0.40000001 0.087935403 5.5818381 1.5651103e-40 
0.41 0.087565079 5.6165643 1.5690199e-40 
0.41999999 0.087197743 5.6512179 1.5729996e-40 
0.43000001 0.08683338 5.6858015 1.5769232e-40 
0.44 0.08647199 5.7203145 1.5809029e-40 
0.44999999 0.086113565 5.7547579 1.5848265e-40 
0.46000001 0.08575809 5.7891331 1.5888062e-40 
0.47 0.085405566 5.8234406 1.5927859e-40 
0.47999999 0.085055985 5.8576813 1.5968216e-40 
